year,plot,species,prob_exclusion,Omega
2015,8,SPRU,3.256329305952526e-4,1.0451657366273668e-6
2015,8,SUSP,0.038852123710540476,1.0451657366273668e-6
2016,1,BEMA,0.0545735878838799,5.469109889479407e-6
2016,1,HOMA,0.015653678440871188,5.469109889479407e-6
2016,1,LEMA,0.07791372682492816,5.469109889479407e-6
2016,1,MEEL,0.22470717202502086,5.469109889479407e-6
2016,1,MESU,0.058140606090715995,5.469109889479407e-6
2016,1,PAIN,7.23921591975193e-5,5.469109889479407e-6
2016,1,PLCO,0.005846125170296097,5.469109889479407e-6
2016,1,PUPA,0.03701603889288498,5.469109889479407e-6
2016,1,SASO,0.2247082093731772,5.469109889479407e-6
2016,1,SCLA,0.06203153446853395,5.469109889479407e-6
2016,1,SPRU,0.23933692867049408,5.469109889479407e-6
2016,2,BEMA,0.044968177737545356,3.7756734153161485e-9
2016,2,HOMA,0.11259930104323042,3.7756734153161485e-9
2016,2,LEMA,0.020020979394633282,3.7756734153161485e-9
2016,2,MEEL,0.01976775001402961,3.7756734153161485e-9
2016,2,MESU,0.03481296671877793,3.7756734153161485e-9
2016,2,PAIN,0.1586272121264919,3.7756734153161485e-9
2016,2,PLCO,0.21446458874746324,3.7756734153161485e-9
2016,2,PUPA,0.07448052587178663,3.7756734153161485e-9
2016,2,SASO,0.1640718469886135,3.7756734153161485e-9
2016,2,SCLA,0.13583246172355,3.7756734153161485e-9
2016,2,SOAS,0.02035418963387819,3.7756734153161485e-9
2016,3,BEMA,0.09006589305250373,6.460043059511161e-9
2016,3,CHMI,0.022899834543697335,6.460043059511161e-9
2016,3,HOMA,0.37089017684066905,6.460043059511161e-9
2016,3,LEMA,0.008200101585747452,6.460043059511161e-9
2016,3,MESU,0.008684782900529027,6.460043059511161e-9
2016,3,PAIN,0.02700656134240968,6.460043059511161e-9
2016,3,PLCO,0.17829921859676004,6.460043059511161e-9
2016,3,POMO,0.02468830663662089,6.460043059511161e-9
2016,3,PUPA,0.002458357068812022,6.460043059511161e-9
2016,3,SASO,0.23994198016833543,6.460043059511161e-9
2016,3,SCLA,0.002185671115519096,6.460043059511161e-9
2016,3,SOAS,0.024679116148396255,6.460043059511161e-9
2016,4,BEMA,0.0361983421008232,1.3927449796569005e-4
2016,4,HOMA,0.060851581602380134,1.3927449796569005e-4
2016,4,LEMA,0.1313018076843879,1.3927449796569005e-4
2016,4,MEEL,0.07791895282776146,1.3927449796569005e-4
2016,4,MESU,0.228384546946275,1.3927449796569005e-4
2016,4,PAIN,0.12142833825952859,1.3927449796569005e-4
2016,4,PLCO,0.07547198797729064,1.3927449796569005e-4
2016,4,PUPA,0.044121293523519095,1.3927449796569005e-4
2016,4,SASO,0.18303657300518353,1.3927449796569005e-4
2016,4,SCLA,0.041286576072850564,1.3927449796569005e-4
2016,5,BEMA,0.12812467762646323,6.071240349727779e-7
2016,5,CETE,0.025933815958824453,6.071240349727779e-7
2016,5,HOMA,0.04011761491346374,6.071240349727779e-7
2016,5,LEMA,0.051886010266207004,6.071240349727779e-7
2016,5,MEEL,0.19159226559299677,6.071240349727779e-7
2016,5,MESU,0.06608283086728937,6.071240349727779e-7
2016,5,PAIN,0.06270358318335227,6.071240349727779e-7
2016,5,PLCO,0.08068414554390867,6.071240349727779e-7
2016,5,PUPA,0.0743410850535546,6.071240349727779e-7
2016,5,SASO,0.1828361640860358,6.071240349727779e-7
2016,5,SCLA,0.09569780690790407,6.071240349727779e-7
2016,6,BEMA,0.04382813662930134,1.713122304146951e-7
2016,6,HOMA,0.1844370838734864,1.713122304146951e-7
2016,6,LEMA,0.15797388660552472,1.713122304146951e-7
2016,6,MEEL,0.1818430608404873,1.713122304146951e-7
2016,6,MESU,0.006831559533087176,1.713122304146951e-7
2016,6,PAIN,0.13304915006247398,1.713122304146951e-7
2016,6,PLCO,0.009456570905277047,1.713122304146951e-7
2016,6,PUPA,0.004934057133130613,1.713122304146951e-7
2016,6,SASO,0.12364423550835228,1.713122304146951e-7
2016,6,SCLA,0.002193353678894413,1.713122304146951e-7
2016,6,SOAS,0.14403353557792198,1.713122304146951e-7
2016,6,SPRU,0.007775369652062746,1.713122304146951e-7
2016,7,BEMA,0.041576813415102144,3.604727874438639e-8
2016,7,CHMI,0.014344381373727004,3.604727874438639e-8
2016,7,HOMA,0.12849182046791602,3.604727874438639e-8
2016,7,LEMA,0.03473798302830634,3.604727874438639e-8
2016,7,MEEL,0.06780516549110543,3.604727874438639e-8
2016,7,MESU,0.12713746723767974,3.604727874438639e-8
2016,7,PAIN,0.009523510777614078,3.604727874438639e-8
2016,7,PLCO,0.06979919747585639,3.604727874438639e-8
2016,7,POMA,0.06210589098974607,3.604727874438639e-8
2016,7,PUPA,0.03488411540116317,3.604727874438639e-8
2016,7,SASO,0.15985918190811893,3.604727874438639e-8
2016,7,SCLA,0.0630899966364608,3.604727874438639e-8
2016,7,SOAS,0.024124049994238537,3.604727874438639e-8
2016,7,SPRU,0.16252042580296544,3.604727874438639e-8
2016,8,BEMA,0.025783976429223365,1.2640060527061456e-9
2016,8,CHMI,0.06131820870270216,1.2640060527061456e-9
2016,8,HOMA,0.22772746792967355,1.2640060527061456e-9
2016,8,LEMA,0.16917811781837758,1.2640060527061456e-9
2016,8,MEEL,0.07497493340632885,1.2640060527061456e-9
2016,8,MESU,0.019804845890466643,1.2640060527061456e-9
2016,8,PAIN,0.06632885006991363,1.2640060527061456e-9
2016,8,PLCO,0.03489718309267392,1.2640060527061456e-9
2016,8,POMA,0.03691086097237722,1.2640060527061456e-9
2016,8,POMO,0.049272659959835145,1.2640060527061456e-9
2016,8,PUPA,0.01847264646760971,1.2640060527061456e-9
2016,8,SASO,0.02971915696474196,1.2640060527061456e-9
2016,8,SCLA,0.044193141873801814,1.2640060527061456e-9
2016,8,SOAS,0.11381247276521952,1.2640060527061456e-9
2016,8,SPRU,0.02760547765705497,1.2640060527061456e-9
2016,9,BEMA,0.10301088278675916,7.905053385252272e-9
2016,9,CETE,0.03816048570610849,7.905053385252272e-9
2016,9,HOMA,0.09927145586551085,7.905053385252272e-9
2016,9,LEMA,0.042315478944295666,7.905053385252272e-9
2016,9,MESU,3.8146928900150285e-4,7.905053385252272e-9
2016,9,PAIN,0.015370739948328696,7.905053385252272e-9
2016,9,PLCO,0.3588094704196164,7.905053385252272e-9
2016,9,POMA,0.008013917669032247,7.905053385252272e-9
2016,9,POMO,0.0016181739019643954,7.905053385252272e-9
2016,9,PUPA,0.03786947292469851,7.905053385252272e-9
2016,9,SASO,0.05708941695174622,7.905053385252272e-9
2016,9,SCLA,0.004067575850232006,7.905053385252272e-9
2016,9,SOAS,0.21717765635394218,7.905053385252272e-9
2016,9,SPRU,0.016843803388763557,7.905053385252272e-9
2017,1,BEMA,0.0845501326699518,7.342120018612593e-9
2017,1,CETE,0.09080519623220727,7.342120018612593e-9
2017,1,CHFU,0.1000025099595755,7.342120018612593e-9
2017,1,CHMI,0.04048063371901159,7.342120018612593e-9
2017,1,HOMA,0.03168812311822899,7.342120018612593e-9
2017,1,LEMA,0.21113512191065237,7.342120018612593e-9
2017,1,MESU,0.05101216812565746,7.342120018612593e-9
2017,1,PAIN,0.035685032967808276,7.342120018612593e-9
2017,1,PLCO,0.028865060623272088,7.342120018612593e-9
2017,1,POMA,0.04672290046693318,7.342120018612593e-9
2017,1,PUPA,0.0520001789517418,7.342120018612593e-9
2017,1,SASO,0.10652982597024299,7.342120018612593e-9
2017,1,SCLA,0.12052311528471674,7.342120018612593e-9
2017,2,BEMA,0.16010583550446417,5.761272855113889e-8
2017,2,CETE,0.005684994725926506,5.761272855113889e-8
2017,2,CHFU,0.16717354767428141,5.761272855113889e-8
2017,2,CHMI,0.07015151573007507,5.761272855113889e-8
2017,2,HOMA,0.06249126765004486,5.761272855113889e-8
2017,2,LEMA,0.031184465893251315,5.761272855113889e-8
2017,2,MEEL,0.17591685576893273,5.761272855113889e-8
2017,2,MESU,0.0018097329415172013,5.761272855113889e-8
2017,2,PAIN,0.0026794462128687025,5.761272855113889e-8
2017,2,POMA,0.029801161716928856,5.761272855113889e-8
2017,2,POMO,0.20125486290873015,5.761272855113889e-8
2017,2,PUPA,0.036440872187973324,5.761272855113889e-8
2017,2,SASO,0.03133259231359366,5.761272855113889e-8
2017,2,SCLA,0.023972848771412047,5.761272855113889e-8
2017,3,BEMA,0.1080670303734064,1.3211737362325204e-12
2017,3,CETE,0.03287340542989378,1.3211737362325204e-12
2017,3,CHFU,0.03736674504111338,1.3211737362325204e-12
2017,3,CHMI,0.014174113454414322,1.3211737362325204e-12
2017,3,HOMA,0.10665339092717888,1.3211737362325204e-12
2017,3,LEMA,0.08079696396320799,1.3211737362325204e-12
2017,3,MESU,0.011708824792615648,1.3211737362325204e-12
2017,3,PAIN,0.24145713442439945,1.3211737362325204e-12
2017,3,PLCO,0.07023310531477742,1.3211737362325204e-12
2017,3,POMA,0.0295409423157894,1.3211737362325204e-12
2017,3,POMO,0.04386114762275134,1.3211737362325204e-12
2017,3,PUPA,0.07152657349653092,1.3211737362325204e-12
2017,3,SASO,0.14223862065846188,1.3211737362325204e-12
2017,3,SCLA,0.00950200218545923,1.3211737362325204e-12
2017,4,CHFU,0.09281533327764581,3.1271853293579334e-4
2017,4,HOMA,0.1355848358033854,3.1271853293579334e-4
2017,4,LEMA,0.12748868953947134,3.1271853293579334e-4
2017,4,PAIN,0.13394778317504347,3.1271853293579334e-4
2017,4,PLCO,0.06034185863437423,3.1271853293579334e-4
2017,4,POMA,0.03428239956968067,3.1271853293579334e-4
2017,4,POMO,0.014862959618632092,3.1271853293579334e-4
2017,4,PUPA,0.18518707292100442,3.1271853293579334e-4
2017,4,SASO,0.17029004545431162,3.1271853293579334e-4
2017,4,SPRU,0.04519902200645092,3.1271853293579334e-4
2017,5,BEMA,0.31780640342586924,4.243344463694078e-8
2017,5,CETE,0.03271687032611166,4.243344463694078e-8
2017,5,CHFU,0.060416689533050245,4.243344463694078e-8
2017,5,HOMA,0.0979235887769633,4.243344463694078e-8
2017,5,LEMA,0.0678055278539294,4.243344463694078e-8
2017,5,PAIN,0.06048756490355533,4.243344463694078e-8
2017,5,PLCO,0.0543323330793428,4.243344463694078e-8
2017,5,POMA,0.023354955981439184,4.243344463694078e-8
2017,5,PUPA,0.050156436554991204,4.243344463694078e-8
2017,5,SASO,0.20434102983369173,4.243344463694078e-8
2017,5,SPRU,0.03065859973105592,4.243344463694078e-8
2017,6,CHFU,0.02725858663893194,7.957975502419635e-5
2017,6,HOMA,0.07992048204518952,7.957975502419635e-5
2017,6,LEMA,0.07818051743959169,7.957975502419635e-5
2017,6,PAIN,0.01271049197689365,7.957975502419635e-5
2017,6,PLCO,0.36189899702858763,7.957975502419635e-5
2017,6,POMA,0.024527427113098677,7.957975502419635e-5
2017,6,PUPA,0.07917883602231673,7.957975502419635e-5
2017,6,SASO,0.3363246617353902,7.957975502419635e-5
2017,8,POMA,0.5,0.3239305165430377
2017,8,PUPA,0.5,0.3239305165430377
2018,1,BEMA,0.3038686691260792,1.4201119459464597e-5
2018,1,CETE,0.32929793238441574,1.4201119459464597e-5
2018,1,HOMA,0.07839752727226304,1.4201119459464597e-5
2018,1,LEMA,0.08847987453845843,1.4201119459464597e-5
2018,1,POMA,0.014347875505716335,1.4201119459464597e-5
2018,1,PUPA,0.07445301165607766,1.4201119459464597e-5
2018,1,SASO,0.11115510951698966,1.4201119459464597e-5
2018,2,BEMA,0.07500154579178246,0.0071707387803231284
2018,2,CETE,0.40797177834448567,0.0071707387803231284
2018,2,HOMA,0.16056800786699468,0.0071707387803231284
2018,2,LEMA,0.1038341682352593,0.0071707387803231284
2018,2,PAIN,0.008252684206655045,0.0071707387803231284
2018,2,POMA,0.1258753154054698,0.0071707387803231284
2018,2,PUPA,0.11832610406838368,0.0071707387803231284
2018,2,SASO,1.7039608096936653e-4,0.0071707387803231284
2018,3,BEMA,0.3301245046335373,1.2427380855696974e-6
2018,3,CETE,0.023966319302982774,1.2427380855696974e-6
2018,3,CHMI,0.0013356502468165642,1.2427380855696974e-6
2018,3,HOMA,0.09239771560481372,1.2427380855696974e-6
2018,3,LEMA,0.207285947358325,1.2427380855696974e-6
2018,3,PAIN,0.021758675479555137,1.2427380855696974e-6
2018,3,POMA,0.018200143483768815,1.2427380855696974e-6
2018,3,PUPA,0.02922646252531633,1.2427380855696974e-6
2018,3,SASO,0.2757045813648843,1.2427380855696974e-6
2018,4,BEMA,0.36401221031138137,3.095143261783561e-5
2018,4,HOMA,0.13549705438073936,3.095143261783561e-5
2018,4,PAIN,0.09139661145023552,3.095143261783561e-5
2018,4,POMA,0.005676992383002908,3.095143261783561e-5
2018,4,PUPA,0.007443156417678894,3.095143261783561e-5
2018,4,SASO,0.395973975056962,3.095143261783561e-5
2018,5,BEMA,0.2935090325702873,2.2119152930482723e-5
2018,5,HOMA,0.5014319704146443,2.2119152930482723e-5
2018,5,POMA,0.0030237030147512323,2.2119152930482723e-5
2018,5,PUPA,0.05223702339489745,2.2119152930482723e-5
2018,5,SASO,0.14979827060541973,2.2119152930482723e-5
2018,6,HOMA,0.14729052681593507,0.007325851643358185
2018,6,PAIN,0.24395178314283877,0.007325851643358185
2018,6,POMA,0.13288967233349644,0.007325851643358185
2018,6,PUPA,0.14824769386235356,0.007325851643358185
2018,6,SASO,0.32762032384537615,0.007325851643358185
2018,7,SASO,1,0.5
2019,1,CHFU,0.03414354745802378,2.5832152903459637e-6
2019,1,HOMA,0.00807202676178144,2.5832152903459637e-6
2019,1,LEMA,0.36046920916141806,2.5832152903459637e-6
2019,1,MEEL,0.10505652481606316,2.5832152903459637e-6
2019,1,MESU,0.010972527203616085,2.5832152903459637e-6
2019,1,PAIN,0.08776422228384428,2.5832152903459637e-6
2019,1,POMA,0.1794813519067272,2.5832152903459637e-6
2019,1,SASO,0.214040590408526,2.5832152903459637e-6
2019,2,BEMA,0.06969255628317007,5.984340469895087e-7
2019,2,CETE,0.0036007276349984997,5.984340469895087e-7
2019,2,CHFU,0.1501118811159426,5.984340469895087e-7
2019,2,CHMI,0.30592591052872453,5.984340469895087e-7
2019,2,HOMA,0.16662688054755453,5.984340469895087e-7
2019,2,LEMA,0.13502936341792302,5.984340469895087e-7
2019,2,MEEL,0.027914031475397335,5.984340469895087e-7
2019,2,MESU,0.007055807286458885,5.984340469895087e-7
2019,2,PAIN,0.03064343427157543,5.984340469895087e-7
2019,2,POMA,0.007610382737180302,5.984340469895087e-7
2019,2,PUPA,0.010105312433977436,5.984340469895087e-7
2019,2,SASO,0.00833081825067341,5.984340469895087e-7
2019,2,SCLA,0.007856596194413493,5.984340469895087e-7
2019,2,SOAS,0.06949629782201057,5.984340469895087e-7
2019,3,CHFU,0.03386839857188825,1.9287576481984337e-4
2019,3,HOMA,0.002174104753966784,1.9287576481984337e-4
2019,3,LEMA,0.38981904380366517,1.9287576481984337e-4
2019,3,MESU,0.07520698353695877,1.9287576481984337e-4
2019,3,PAIN,0.005133193149088913,1.9287576481984337e-4
2019,3,POMA,0.01362253165517078,1.9287576481984337e-4
2019,3,SASO,0.48017574452926126,1.9287576481984337e-4
2019,4,BEMA,0.09356055012692385,4.125181346169036e-8
2019,4,CETE,2.5443427523650077e-6,4.125181346169036e-8
2019,4,CHFU,0.009742324512777428,4.125181346169036e-8
2019,4,HOMA,0.010580689735115743,4.125181346169036e-8
2019,4,LEMA,0.030381260446507297,4.125181346169036e-8
2019,4,MESU,0.12848237650503766,4.125181346169036e-8
2019,4,PAIN,0.055028471484029964,4.125181346169036e-8
2019,4,PLCO,0.4765326133106622,4.125181346169036e-8
2019,4,POMA,0.05355898994674932,4.125181346169036e-8
2019,4,SASO,0.12057490421995132,4.125181346169036e-8
2019,4,SPRU,0.02155527536949282,4.125181346169036e-8
2019,5,CETE,0.17406155205421933,2.169849428332229e-5
2019,5,CHFU,0.01740566363988749,2.169849428332229e-5
2019,5,HOMA,0.12339514516514416,2.169849428332229e-5
2019,5,LEMA,0.15717230981118713,2.169849428332229e-5
2019,5,MEEL,0.16018743121002807,2.169849428332229e-5
2019,5,PAIN,0.04318539016851936,2.169849428332229e-5
2019,5,POMA,0.13393510781314413,2.169849428332229e-5
2019,5,SASO,0.0375927635890443,2.169849428332229e-5
2019,5,SOAS,0.15306463654882613,2.169849428332229e-5
2019,6,CETE,0.008242380849770161,1.48868415497593e-5
2019,6,CHFU,0.007277967646348284,1.48868415497593e-5
2019,6,HOMA,0.09244717993733471,1.48868415497593e-5
2019,6,LEMA,0.38803815787773605,1.48868415497593e-5
2019,6,PAIN,0.3109482535628957,1.48868415497593e-5
2019,6,PLCO,0.05753805592887162,1.48868415497593e-5
2019,6,POMA,0.027802120040898385,1.48868415497593e-5
2019,6,SPRU,0.10770588415614506,1.48868415497593e-5
2019,7,BEMA,0.042622471634900946,1.2406771416928224e-9
2019,7,CETE,0.07206023821991195,1.2406771416928224e-9
2019,7,CHFU,0.04119915022962331,1.2406771416928224e-9
2019,7,CHMI,0.005980300655774773,1.2406771416928224e-9
2019,7,HOMA,0.035421033532978985,1.2406771416928224e-9
2019,7,LEMA,0.0482570824670824,1.2406771416928224e-9
2019,7,MESU,0.09939480571773521,1.2406771416928224e-9
2019,7,PAIN,0.02339450667807168,1.2406771416928224e-9
2019,7,PLCO,0.0380345751957396,1.2406771416928224e-9
2019,7,POMA,0.09196726810591016,1.2406771416928224e-9
2019,7,POMO,0.06195774507726571,1.2406771416928224e-9
2019,7,PUPA,0.006293521717875439,1.2406771416928224e-9
2019,7,SASO,0.0315698784648974,1.2406771416928224e-9
2019,7,SCLA,0.13050091352827908,1.2406771416928224e-9
2019,7,SOAS,0.06628676909159079,1.2406771416928224e-9
2019,7,SPRU,0.20505973968236255,1.2406771416928224e-9
2019,8,BEMA,0.07935835483561679,1.2001650041964252e-12
2019,8,CETE,0.1365208543932118,1.2001650041964252e-12
2019,8,CHFU,0.009780078040221362,1.2001650041964252e-12
2019,8,HOMA,0.24131446531731374,1.2001650041964252e-12
2019,8,LEMA,0.1304192662925581,1.2001650041964252e-12
2019,8,MESU,0.018503169098612837,1.2001650041964252e-12
2019,8,PAIN,0.019086342497210584,1.2001650041964252e-12
2019,8,PLCO,0.035663500010747445,1.2001650041964252e-12
2019,8,POMA,0.04512071293088824,1.2001650041964252e-12
2019,8,POMO,0.1709439753258552,1.2001650041964252e-12
2019,8,PUPA,0.042952629101652214,1.2001650041964252e-12
2019,8,SASO,0.024042265266562203,1.2001650041964252e-12
2019,8,SCLA,0.009116516541999834,1.2001650041964252e-12
2019,8,SOAS,0.007388868460007017,1.2001650041964252e-12
2019,8,SPRU,0.029789001887542712,1.2001650041964252e-12
2019,9,BEMA,0.17218914337301097,6.871259929751465e-7
2019,9,CHFU,3.5834065288554306e-4,6.871259929751465e-7
2019,9,HOMA,0.3765410496636595,6.871259929751465e-7
2019,9,LEMA,0.02390896662393606,6.871259929751465e-7
2019,9,MESU,0.0017696374454003365,6.871259929751465e-7
2019,9,PAIN,0.02580520476650751,6.871259929751465e-7
2019,9,PLCO,0.1142494019419246,6.871259929751465e-7
2019,9,POMA,0.06752469967962296,6.871259929751465e-7
2019,9,POMO,0.09754527518233273,6.871259929751465e-7
2019,9,SASO,0.11675055112524166,6.871259929751465e-7
2019,9,SOAS,0.00335772954547816,6.871259929751465e-7
2020,1,BEMA,0.11935189889050442,5.001437071365106e-12
2020,1,CETE,0.022938698398695594,5.001437071365106e-12
2020,1,CHFU,0.02200179576858228,5.001437071365106e-12
2020,1,CHMI,0.024363060660364096,5.001437071365106e-12
2020,1,HOMA,0.20189428152226707,5.001437071365106e-12
2020,1,LEMA,0.12205772045432456,5.001437071365106e-12
2020,1,PAIN,0.04554905648444969,5.001437071365106e-12
2020,1,PLCO,0.11754043714477108,5.001437071365106e-12
2020,1,PUPA,0.06027848818594961,5.001437071365106e-12
2020,1,SASO,0.15743493773661546,5.001437071365106e-12
2020,1,SCLA,0.04630264282913876,5.001437071365106e-12
2020,1,SOAS,0.06028698192433743,5.001437071365106e-12
2020,2,BEMA,0.038000671442649694,1.5331134392454803e-10
2020,2,CETE,0.27420586783106327,1.5331134392454803e-10
2020,2,CHFU,0.039342676495129084,1.5331134392454803e-10
2020,2,CHMI,0.004617453474873713,1.5331134392454803e-10
2020,2,HOMA,0.39212012731373835,1.5331134392454803e-10
2020,2,LEMA,0.010677248207347658,1.5331134392454803e-10
2020,2,PAIN,0.05131586344047757,1.5331134392454803e-10
2020,2,PLCO,0.07610915482349419,1.5331134392454803e-10
2020,2,PUPA,0.019595091660155953,1.5331134392454803e-10
2020,2,SASO,0.0346512991242424,1.5331134392454803e-10
2020,2,SCLA,0.010359295170717864,1.5331134392454803e-10
2020,2,SOAS,0.04900525101611016,1.5331134392454803e-10
2020,3,BEMA,0.18676700735036253,3.367630812827751e-11
2020,3,CETE,0.09240324146724574,3.367630812827751e-11
2020,3,CHFU,0.021380125919229657,3.367630812827751e-11
2020,3,CHMI,0.02769753161059519,3.367630812827751e-11
2020,3,HOMA,0.08152163147614219,3.367630812827751e-11
2020,3,LEMA,0.10381825891729098,3.367630812827751e-11
2020,3,PAIN,0.09849253196003893,3.367630812827751e-11
2020,3,PLCO,0.10605085426097897,3.367630812827751e-11
2020,3,PUPA,0.03870987205679705,3.367630812827751e-11
2020,3,SASO,0.12345161902257014,3.367630812827751e-11
2020,3,SCLA,0.10331753724128241,3.367630812827751e-11
2020,3,SOAS,0.016389788717466162,3.367630812827751e-11
2020,4,BEMA,0.02310494459193986,8.298192285134544e-7
2020,4,CETE,0.17301808501234803,8.298192285134544e-7
2020,4,CHFU,0.09360775540124905,8.298192285134544e-7
2020,4,HOMA,0.17872419401665732,8.298192285134544e-7
2020,4,LEMA,0.038638552015704694,8.298192285134544e-7
2020,4,PAIN,0.2853821268161889,8.298192285134544e-7
2020,4,PUPA,0.20752434214591214,8.298192285134544e-7
2020,5,BEMA,0.11814089001736784,8.798246978332636e-6
2020,5,CETE,0.19018676975518,8.798246978332636e-6
2020,5,CHFU,0.011591998716292892,8.798246978332636e-6
2020,5,HOMA,0.1941303983332208,8.798246978332636e-6
2020,5,LEMA,0.1100289804591534,8.798246978332636e-6
2020,5,PAIN,0.18237487862649085,8.798246978332636e-6
