year,sample,species,prob_exclusion,Omega
2015,7,SUSP,5.157917601710747e-4,5.370658082832347e-15
2015,8,BEMA,0.03172732750710533,2.642694285539048e-13
2015,8,CETE,0.015186771739562144,2.642694285539048e-13
2015,8,CHFU,0.1223937453159149,2.642694285539048e-13
2015,8,CHMI,0.05849732127146115,2.642694285539048e-13
2015,8,HOMA,0.018839724345809633,2.642694285539048e-13
2015,8,LEMA,0.03174756521901925,2.642694285539048e-13
2015,8,MEEL,0.21356082215074057,2.642694285539048e-13
2015,8,MESU,0.0284329361220826,2.642694285539048e-13
2015,8,PAIN,0.011238093267103325,2.642694285539048e-13
2015,8,PLCO,0.2526792461752,2.642694285539048e-13
2015,8,POMA,0.07338074650765605,2.642694285539048e-13
2015,8,POMO,0.026674595662483883,2.642694285539048e-13
2015,8,PUPA,0.01042907838608833,2.642694285539048e-13
2015,8,SASO,0.0026073065588530665,2.642694285539048e-13
2015,8,SCLA,0.035857708550917,2.642694285539048e-13
2015,8,SOAS,0.05566418783389587,2.642694285539048e-13
2015,8,SPRU,0.008654145845775908,2.642694285539048e-13
2015,8,SUSP,0.002428677540330929,2.642694285539048e-13
2015,9,BEMA,0.0628393773474856,1.7932432740862495e-11
2015,9,CETE,0.014982891251575894,1.7932432740862495e-11
2015,9,CHFU,0.10087548780120222,1.7932432740862495e-11
2015,9,CHMI,0.021288939512884512,1.7932432740862495e-11
2015,9,HOMA,0.02045558568719274,1.7932432740862495e-11
2015,9,LEMA,0.027050743015361377,1.7932432740862495e-11
2015,9,MEEL,0.0033859673120713125,1.7932432740862495e-11
2015,9,MESU,0.08139694424051704,1.7932432740862495e-11
2015,9,PAIN,0.07312364050787408,1.7932432740862495e-11
2015,9,PLCO,0.028315328265914236,1.7932432740862495e-11
2015,9,POMA,0.2208051233763658,1.7932432740862495e-11
2015,9,POMO,0.24666948553200813,1.7932432740862495e-11
2015,9,PUPA,0.012065893796489134,1.7932432740862495e-11
2015,9,SASO,0.02277279975177237,1.7932432740862495e-11
2015,9,SCLA,0.029647413676733063,1.7932432740862495e-11
2015,9,SOAS,0.010442430683030465,1.7932432740862495e-11
2015,9,SPRU,0.00373380925615813,1.7932432740862495e-11
2015,9,SUSP,0.020148138985364022,1.7932432740862495e-11
2015,10,BEMA,0.02727385953725723,7.529940335572122e-13
2015,10,CETE,0.01941462625814404,7.529940335572122e-13
2015,10,CHFU,0.01311343590358575,7.529940335572122e-13
2015,10,CHMI,0.0829966084928206,7.529940335572122e-13
2015,10,HOMA,0.059282500605788546,7.529940335572122e-13
2015,10,LEMA,0.05647300265688841,7.529940335572122e-13
2015,10,MEEL,0.12074092703454052,7.529940335572122e-13
2015,10,MESU,0.02820491608479986,7.529940335572122e-13
2015,10,PAIN,0.025615782516340974,7.529940335572122e-13
2015,10,PLCO,0.39002159105116885,7.529940335572122e-13
2015,10,POMA,0.020713576010689905,7.529940335572122e-13
2015,10,POMO,0.042395628617428203,7.529940335572122e-13
2015,10,PUPA,0.011441839699055557,7.529940335572122e-13
2015,10,SASO,0.0021371006014531263,7.529940335572122e-13
2015,10,SCLA,0.04697168064615255,7.529940335572122e-13
2015,10,SOAS,0.040721852125693105,7.529940335572122e-13
2015,10,SPRU,0.0075199406290919965,7.529940335572122e-13
2015,10,SUSP,0.004961131529100813,7.529940335572122e-13
2015,11,BEMA,0.034225528542276354,9.91783606275585e-11
2015,11,CETE,0.011039234068322407,9.91783606275585e-11
2015,11,CHFU,0.038743453838424244,9.91783606275585e-11
2015,11,CHMI,0.05888107749735618,9.91783606275585e-11
2015,11,HOMA,0.053873789727921895,9.91783606275585e-11
2015,11,LEMA,0.06279414685428825,9.91783606275585e-11
2015,11,MEEL,0.10295170791673573,9.91783606275585e-11
2015,11,MESU,0.07687292972005783,9.91783606275585e-11
2015,11,PAIN,0.046474516269958965,9.91783606275585e-11
2015,11,PLCO,0.217180268726874,9.91783606275585e-11
2015,11,POMA,0.08398980774888277,9.91783606275585e-11
2015,11,POMO,0.09550190853738008,9.91783606275585e-11
2015,11,PUPA,0.012881521853148179,9.91783606275585e-11
2015,11,SASO,0.00937219716038063,9.91783606275585e-11
2015,11,SCLA,0.0689221954554255,9.91783606275585e-11
2015,11,SOAS,0.010403770847042046,9.91783606275585e-11
2015,11,SPRU,0.007000407357483069,9.91783606275585e-11
2015,11,SUSP,0.008891537878041905,9.91783606275585e-11
2015,12,BEMA,0.05512704198865794,4.520703040115987e-13
2015,12,CETE,0.00897218725574461,4.520703040115987e-13
2015,12,CHFU,0.0902743303835818,4.520703040115987e-13
2015,12,CHMI,0.014043748311011224,4.520703040115987e-13
2015,12,HOMA,0.017766565355121628,4.520703040115987e-13
2015,12,LEMA,0.08760377925154197,4.520703040115987e-13
2015,12,MEEL,0.23221508368758506,4.520703040115987e-13
2015,12,MESU,0.0707669704033936,4.520703040115987e-13
2015,12,PAIN,0.018006715562104637,4.520703040115987e-13
2015,12,PLCO,0.1394914151059787,4.520703040115987e-13
2015,12,POMA,0.11660062280629244,4.520703040115987e-13
2015,12,POMO,0.02953308328665857,4.520703040115987e-13
2015,12,PUPA,0.011470060548088419,4.520703040115987e-13
2015,12,SASO,0.007401304592762417,4.520703040115987e-13
2015,12,SCLA,0.055579640412280217,4.520703040115987e-13
2015,12,SOAS,0.03517613813058807,4.520703040115987e-13
2015,12,SPRU,0.006815735240602153,4.520703040115987e-13
2015,12,SUSP,0.003155577678006457,4.520703040115987e-13
2015,13,BEMA,0.04344076364820531,4.216074090042117e-13
2015,13,CETE,0.02072173560562165,4.216074090042117e-13
2015,13,CHFU,0.07081346171445264,4.216074090042117e-13
2015,13,CHMI,0.10285147194534576,4.216074090042117e-13
2015,13,HOMA,0.11427805087234366,4.216074090042117e-13
2015,13,LEMA,0.006380484687136635,4.216074090042117e-13
2015,13,MEEL,0.04775573795063798,4.216074090042117e-13
2015,13,MESU,0.053255564112280884,4.216074090042117e-13
2015,13,PAIN,0.004195607696193047,4.216074090042117e-13
2015,13,PLCO,0.3299017005327155,4.216074090042117e-13
2015,13,POMA,0.07210940183380395,4.216074090042117e-13
2015,13,POMO,0.08205580641237235,4.216074090042117e-13
2015,13,PUPA,0.013978985620385772,4.216074090042117e-13
2015,13,SASO,0.00451020318719665,4.216074090042117e-13
2015,13,SCLA,0.013001340311722164,4.216074090042117e-13
2015,13,SOAS,0.013499794550363375,4.216074090042117e-13
2015,13,SPRU,0.002266518596857615,4.216074090042117e-13
2015,13,SUSP,0.004983370722365039,4.216074090042117e-13
2015,14,BEMA,NA,0
2015,14,CETE,NA,0
2015,14,CHFU,NA,0
2015,14,CHMI,NA,0
2015,14,HOMA,NA,0
2015,14,LEMA,NA,0
2015,14,MEEL,NA,0
2015,14,MESU,NA,0
2015,14,PAIN,NA,0
2015,14,PLCO,NA,0
2015,14,POMA,NA,0
2015,14,POMO,NA,0
2015,14,PUPA,NA,0
2015,14,SASO,NA,0
2015,14,SCLA,NA,0
2015,14,SOAS,NA,0
2015,14,SPRU,NA,0
2015,14,SUSP,NA,0
2015,15,BEMA,0.03238969373585872,1.475488499247758e-11
2015,15,CETE,0.009080719812439145,1.475488499247758e-11
2015,15,CHFU,0.04117031635712244,1.475488499247758e-11
2015,15,CHMI,0.038872962658309515,1.475488499247758e-11
2015,15,HOMA,0.041990981334787285,1.475488499247758e-11
2015,15,LEMA,0.14058034776338038,1.475488499247758e-11
2015,15,MEEL,0.07207941739322712,1.475488499247758e-11
2015,15,MESU,0.040500615127059374,1.475488499247758e-11
2015,15,PAIN,0.02540260039694964,1.475488499247758e-11
2015,15,PLCO,0.2101520161690016,1.475488499247758e-11
2015,15,POMA,0.13764972912736267,1.475488499247758e-11
2015,15,POMO,0.0526396688181693,1.475488499247758e-11
2015,15,PUPA,0.009167434881035873,1.475488499247758e-11
2015,15,SASO,0.01332764333390434,1.475488499247758e-11
2015,15,SCLA,0.07084355514069682,1.475488499247758e-11
2015,15,SOAS,0.041435666304634924,1.475488499247758e-11
2015,15,SPRU,0.004532091569495409,1.475488499247758e-11
2015,15,SUSP,0.01818454007656538,1.475488499247758e-11
2015,16,BEMA,0.07137307968421754,3.641619767602271e-12
2015,16,CETE,0.01257251987290533,3.641619767602271e-12
2015,16,CHFU,0.052644387381459344,3.641619767602271e-12
2015,16,CHMI,0.023685863012183596,3.641619767602271e-12
2015,16,HOMA,0.030663614100623297,3.641619767602271e-12
2015,16,LEMA,0.1234537587099442,3.641619767602271e-12
2015,16,MEEL,0.15793830772383644,3.641619767602271e-12
2015,16,MESU,0.04161192430768714,3.641619767602271e-12
2015,16,PAIN,0.026699242172936163,3.641619767602271e-12
2015,16,PLCO,0.12762344902534792,3.641619767602271e-12
2015,16,POMA,0.09939282504621264,3.641619767602271e-12
2015,16,POMO,0.04318708762779854,3.641619767602271e-12
2015,16,PUPA,0.005736750098337433,3.641619767602271e-12
2015,16,SASO,0.023786402296365028,3.641619767602271e-12
2015,16,SCLA,0.10304742087990866,3.641619767602271e-12
2015,16,SOAS,0.03544199389511196,3.641619767602271e-12
2015,16,SPRU,0.010354848849355634,3.641619767602271e-12
2015,16,SUSP,0.010786525315769136,3.641619767602271e-12
2015,17,BEMA,0.042308301100266385,6.3338519171782314e-12
2015,17,CETE,0.015718165473995172,6.3338519171782314e-12
2015,17,CHFU,0.054414300706258203,6.3338519171782314e-12
2015,17,CHMI,0.06857306786132152,6.3338519171782314e-12
2015,17,HOMA,0.05846948472224375,6.3338519171782314e-12
2015,17,LEMA,0.05182006538653119,6.3338519171782314e-12
2015,17,MEEL,0.08499203694595595,6.3338519171782314e-12
2015,17,MESU,0.06571308356244927,6.3338519171782314e-12
2015,17,PAIN,0.033238468047830656,6.3338519171782314e-12
2015,17,PLCO,0.26213693717684966,6.3338519171782314e-12
2015,17,POMA,0.06333398266717631,6.3338519171782314e-12
2015,17,POMO,0.1089215348168818,6.3338519171782314e-12
2015,17,PUPA,0.012735641593675432,6.3338519171782314e-12
2015,17,SASO,0.00715851977433055,6.3338519171782314e-12
2015,17,SCLA,0.03668923160680033,6.3338519171782314e-12
2015,17,SOAS,0.017992270871952414,6.3338519171782314e-12
2015,17,SPRU,0.005066453676597643,6.3338519171782314e-12
2015,17,SUSP,0.010718454008883702,6.3338519171782314e-12
2015,18,BEMA,0.0535064674310366,7.22432920459739e-11
2015,18,CETE,0.011014254116237585,7.22432920459739e-11
2015,18,CHFU,0.041643193442315055,7.22432920459739e-11
2015,18,CHMI,0.04467321070221447,7.22432920459739e-11
2015,18,HOMA,0.0440664975299665,7.22432920459739e-11
2015,18,LEMA,0.15006487844481095,7.22432920459739e-11
2015,18,MEEL,0.11377043628541327,7.22432920459739e-11
2015,18,MESU,0.04318247560345232,7.22432920459739e-11
2015,18,PAIN,0.0200229663292521,7.22432920459739e-11
2015,18,PLCO,0.13748227981439085,7.22432920459739e-11
2015,18,POMA,0.05964928284022737,7.22432920459739e-11
2015,18,POMO,0.07239152670223199,7.22432920459739e-11
2015,18,PUPA,0.009754411033995209,7.22432920459739e-11
2015,18,SASO,0.03066261599242221,7.22432920459739e-11
2015,18,SCLA,0.09397620127254261,7.22432920459739e-11
2015,18,SOAS,0.04134565078635276,7.22432920459739e-11
2015,18,SPRU,0.015266338824120342,7.22432920459739e-11
2015,18,SUSP,0.017527312849017745,7.22432920459739e-11
2015,19,BEMA,0.01843874020629986,3.476060622978846e-14
2015,19,CETE,0.012803985116804497,3.476060622978846e-14
2015,19,CHFU,0.12129016211081388,3.476060622978846e-14
2015,19,CHMI,0.11017403113892923,3.476060622978846e-14
2015,19,HOMA,0.044331418619515985,3.476060622978846e-14
2015,19,LEMA,0.045313344735093394,3.476060622978846e-14
2015,19,MEEL,0.18150969400099665,3.476060622978846e-14
2015,19,MESU,4.570352050027372e-4,3.476060622978846e-14
2015,19,PAIN,0.009735533938797196,3.476060622978846e-14
2015,19,PLCO,0.17691929642576482,3.476060622978846e-14
2015,19,POMA,0.16281254077828589,3.476060622978846e-14
2015,19,POMO,0.023849337503514232,3.476060622978846e-14
2015,19,PUPA,0.010357236866001828,3.476060622978846e-14
2015,19,SASO,6.701097960300582e-4,3.476060622978846e-14
2015,19,SCLA,0.05155800393191184,3.476060622978846e-14
2015,19,SOAS,0.022555090686531547,3.476060622978846e-14
2015,19,SPRU,0.005732455707293791,3.476060622978846e-14
2015,19,SUSP,0.0014919832324126515,3.476060622978846e-14
2015,20,BEMA,0.022909965509427675,1.8049096988597195e-12
2015,20,CETE,0.013368234995991737,1.8049096988597195e-12
2015,20,CHFU,0.06775618603572356,1.8049096988597195e-12
2015,20,CHMI,0.03338907149084318,1.8049096988597195e-12
2015,20,HOMA,0.026130021600401974,1.8049096988597195e-12
2015,20,LEMA,0.12396110101967063,1.8049096988597195e-12
2015,20,MEEL,0.18445838745468968,1.8049096988597195e-12
2015,20,MESU,0.044656280211233114,1.8049096988597195e-12
2015,20,PAIN,0.01642637594691425,1.8049096988597195e-12
2015,20,PLCO,0.21831846436676527,1.8049096988597195e-12
2015,20,POMA,0.05705500670293351,1.8049096988597195e-12
2015,20,POMO,0.02059557439617778,1.8049096988597195e-12
2015,20,PUPA,0.007673554902831359,1.8049096988597195e-12
2015,20,SASO,0.014546773109008398,1.8049096988597195e-12
2015,20,SCLA,0.03826556899681702,1.8049096988597195e-12
2015,20,SOAS,0.08005159750026138,1.8049096988597195e-12
2015,20,SPRU,0.018726825063919143,1.8049096988597195e-12
2015,20,SUSP,0.011711010696390309,1.8049096988597195e-12
2015,21,BEMA,0.026442830440031578,1.700795263873986e-12
2015,21,CETE,0.004811403034513742,1.700795263873986e-12
2015,21,CHFU,0.07265329183166246,1.700795263873986e-12
2015,21,CHMI,0.061156960373225024,1.700795263873986e-12
2015,21,HOMA,0.059129733256898145,1.700795263873986e-12
2015,21,LEMA,0.060029682271125095,1.700795263873986e-12
2015,21,MEEL,0.1929921482456325,1.700795263873986e-12
2015,21,MESU,0.04985258898755832,1.700795263873986e-12
2015,21,PAIN,0.018863340985595497,1.700795263873986e-12
2015,21,PLCO,0.17037415652739776,1.700795263873986e-12
2015,21,POMA,0.10640495459353058,1.700795263873986e-12
2015,21,POMO,0.03670466425055894,1.700795263873986e-12
2015,21,PUPA,0.014081391242967612,1.700795263873986e-12
2015,21,SASO,0.008208397184575996,1.700795263873986e-12
2015,21,SCLA,0.08734299209257727,1.700795263873986e-12
2015,21,SOAS,0.014190846221943816,1.700795263873986e-12
2015,21,SPRU,0.00970517798317004,1.700795263873986e-12
2015,21,SUSP,0.007055440477035637,1.700795263873986e-12
2015,22,BEMA,0.015820195639299248,4.4366041158591073e-13
2015,22,CETE,0.01545650691377127,4.4366041158591073e-13
2015,22,CHFU,0.08342237248012833,4.4366041158591073e-13
2015,22,CHMI,0.06051691009836119,4.4366041158591073e-13
2015,22,HOMA,0.04558419615649048,4.4366041158591073e-13
2015,22,LEMA,0.061755524545271646,4.4366041158591073e-13
2015,22,MEEL,0.14136221123338422,4.4366041158591073e-13
2015,22,MESU,0.02684440548822886,4.4366041158591073e-13
2015,22,PAIN,0.01966672778259841,4.4366041158591073e-13
2015,22,PLCO,0.2739493134414362,4.4366041158591073e-13
2015,22,POMA,0.09207564767165126,4.4366041158591073e-13
2015,22,POMO,0.04484755335686107,4.4366041158591073e-13
2015,22,PUPA,0.010621218966633003,4.4366041158591073e-13
2015,22,SASO,0.009020196011457732,4.4366041158591073e-13
2015,22,SCLA,0.0438097306466332,4.4366041158591073e-13
2015,22,SOAS,0.040943460912289835,4.4366041158591073e-13
2015,22,SPRU,0.010570603585572581,4.4366041158591073e-13
2015,22,SUSP,0.0037332250699314558,4.4366041158591073e-13
2015,23,BEMA,0.010746604036574027,4.459117089382438e-15
2015,23,CETE,0.005641593096389438,4.459117089382438e-15
2015,23,CHFU,0.03623686454239792,4.459117089382438e-15
2015,23,CHMI,0.061636294574310246,4.459117089382438e-15
2015,23,HOMA,0.02809107625154843,4.459117089382438e-15
2015,23,LEMA,0.13458961229042887,4.459117089382438e-15
2015,23,MEEL,0.2750316789313579,4.459117089382438e-15
2015,23,MESU,4.5400353642761595e-4,4.459117089382438e-15
2015,23,PAIN,0.0852605067149436,4.459117089382438e-15
2015,23,PLCO,0.04722198295244325,4.459117089382438e-15
2015,23,POMA,0.08623952598966933,4.459117089382438e-15
2015,23,POMO,8.377643704296077e-4,4.459117089382438e-15
2015,23,PUPA,0.009218071511622565,4.459117089382438e-15
2015,23,SASO,0.0014552017655410714,4.459117089382438e-15
2015,23,SCLA,0.023985231133787543,4.459117089382438e-15
2015,23,SOAS,0.18094295026745968,4.459117089382438e-15
2015,23,SPRU,0.0124110324764928,4.459117089382438e-15
2015,23,SUSP,5.558176042908089e-9,4.459117089382438e-15
2015,24,BEMA,0.03620042191311217,5.45374131250987e-13
2015,24,CETE,0.001989064398301624,5.45374131250987e-13
2015,24,CHFU,0.017642654392727133,5.45374131250987e-13
2015,24,CHMI,0.07050336401692676,5.45374131250987e-13
2015,24,HOMA,0.010547383585624761,5.45374131250987e-13
2015,24,LEMA,0.047918315897110424,5.45374131250987e-13
2015,24,MEEL,0.17145984045933174,5.45374131250987e-13
2015,24,MESU,0.064450493601482,5.45374131250987e-13
2015,24,PAIN,0.03281984376467692,5.45374131250987e-13
2015,24,PLCO,0.23202230186171266,5.45374131250987e-13
2015,24,POMA,0.010885490360739394,5.45374131250987e-13
2015,24,POMO,0.06205528752470448,5.45374131250987e-13
2015,24,PUPA,0.016405244480034477,5.45374131250987e-13
2015,24,SASO,0.010998471925454265,5.45374131250987e-13
2015,24,SCLA,0.1703914884558053,5.45374131250987e-13
2015,24,SOAS,0.022790747744508982,5.45374131250987e-13
2015,24,SPRU,0.018258310579936824,5.45374131250987e-13
2015,24,SUSP,0.002661275037810103,5.45374131250987e-13
2015,25,BEMA,0.05630766423439233,2.3570454810313516e-12
2015,25,CETE,0.010425988629777201,2.3570454810313516e-12
2015,25,CHFU,0.1020540920841428,2.3570454810313516e-12
2015,25,CHMI,0.03173167813606998,2.3570454810313516e-12
2015,25,HOMA,0.039785776699391893,2.3570454810313516e-12
2015,25,LEMA,0.1319905304945995,2.3570454810313516e-12
2015,25,MEEL,0.13933088766484486,2.3570454810313516e-12
2015,25,MESU,0.03866624845828935,2.3570454810313516e-12
2015,25,PAIN,0.02337354504466477,2.3570454810313516e-12
2015,25,PLCO,0.11857417642017928,2.3570454810313516e-12
2015,25,POMA,0.10410871626496002,2.3570454810313516e-12
2015,25,POMO,0.04395803489764838,2.3570454810313516e-12
2015,25,PUPA,0.005880625901001536,2.3570454810313516e-12
2015,25,SASO,0.0184267230200563,2.3570454810313516e-12
2015,25,SCLA,0.07253376895132703,2.3570454810313516e-12
2015,25,SOAS,0.04651341520066304,2.3570454810313516e-12
2015,25,SPRU,0.0075853394613349,2.3570454810313516e-12
2015,25,SUSP,0.008752788436656845,2.3570454810313516e-12
2015,26,BEMA,0.017049111824039148,9.90568068969257e-13
2015,26,CETE,0.01586732439207109,9.90568068969257e-13
2015,26,CHFU,0.05756196427772802,9.90568068969257e-13
2015,26,CHMI,0.07770080758414163,9.90568068969257e-13
2015,26,HOMA,0.06682700146712862,9.90568068969257e-13
2015,26,LEMA,0.0704811852258924,9.90568068969257e-13
2015,26,MEEL,0.12310140044580914,9.90568068969257e-13
2015,26,MESU,0.10905299361348214,9.90568068969257e-13
2015,26,PAIN,0.00862971913837974,9.90568068969257e-13
2015,26,PLCO,0.23081861962614653,9.90568068969257e-13
2015,26,POMA,0.06609972366960962,9.90568068969257e-13
2015,26,POMO,0.04933704759656319,9.90568068969257e-13
2015,26,PUPA,0.011170448799052667,9.90568068969257e-13
2015,26,SASO,0.006230279208136534,9.90568068969257e-13
2015,26,SCLA,0.05830479106156721,9.90568068969257e-13
2015,26,SOAS,0.023762703854383015,9.90568068969257e-13
2015,26,SPRU,0.0050603780799248635,9.90568068969257e-13
2015,26,SUSP,0.0029445001359444996,9.90568068969257e-13
2015,27,BEMA,0.08212439805401504,9.773677803393891e-11
2015,27,CETE,0.003101589993747703,9.773677803393891e-11
2015,27,CHFU,0.01672645846211427,9.773677803393891e-11
2015,27,CHMI,0.028018590323917368,9.773677803393891e-11
2015,27,HOMA,0.012948670761670866,9.773677803393891e-11
