"network_id";"original_id";"network_db";"network_interaction";"network_year";"network_lat";"network_lon";"network_topology_type";"network_spatial_type"
"mangal_5151";5151;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5151";5151;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5151";5151;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5151";5151;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5151";5151;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5152";5152;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5152";5152;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5152";5152;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5152";5152;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5152";5152;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5153";5153;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5153";5153;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5153";5153;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5153";5153;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5153";5153;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5154";5154;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5154";5154;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5154";5154;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5154";5154;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5154";5154;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5155";5155;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5155";5155;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5155";5155;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5155";5155;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5155";5155;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5156";5156;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5156";5156;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5156";5156;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5156";5156;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5156";5156;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5157";5157;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5157";5157;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5157";5157;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5157";5157;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5157";5157;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5158";5158;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5158";5158;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5158";5158;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5158";5158;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5158";5158;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5159";5159;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5159";5159;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5159";5159;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5159";5159;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5159";5159;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5160";5160;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5160";5160;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5160";5160;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5160";5160;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5160";5160;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5161";5161;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5161";5161;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5161";5161;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5161";5161;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5161";5161;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5162";5162;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5162";5162;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5162";5162;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5162";5162;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5162";5162;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5163";5163;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5163";5163;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5163";5163;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5163";5163;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5163";5163;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5164";5164;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5164";5164;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5164";5164;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5164";5164;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5164";5164;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5165";5165;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5165";5165;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5165";5165;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5165";5165;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5165";5165;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5166";5166;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5166";5166;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5166";5166;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5166";5166;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5166";5166;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5167";5167;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5167";5167;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5167";5167;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5167";5167;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5167";5167;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5168";5168;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5168";5168;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5168";5168;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5168";5168;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5168";5168;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5169";5169;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5169";5169;"mangal";"pollination";2014;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5169";5169;"mangal";"pollination";2014;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5169";5169;"mangal";"pollination";2014;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5169";5169;"mangal";"pollination";2014;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5170";5170;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5170";5170;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5170";5170;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5170";5170;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5170";5170;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5175";5175;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5175";5175;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5175";5175;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5175";5175;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5175";5175;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5180";5180;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5180";5180;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5180";5180;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5180";5180;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5180";5180;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5185";5185;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5185";5185;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5185";5185;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5185";5185;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5185";5185;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5190";5190;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5190";5190;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5190";5190;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5190";5190;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5190";5190;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5195";5195;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5195";5195;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5195";5195;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5195";5195;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5195";5195;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5200";5200;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5200";5200;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5200";5200;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5200";5200;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5200";5200;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5171";5171;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5171";5171;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5171";5171;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5171";5171;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5171";5171;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5176";5176;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5176";5176;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5176";5176;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5176";5176;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5176";5176;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5181";5181;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5181";5181;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5181";5181;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5181";5181;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5181";5181;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5186";5186;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5186";5186;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5186";5186;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5186";5186;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5186";5186;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5191";5191;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5191";5191;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5191";5191;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5191";5191;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5191";5191;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5196";5196;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5196";5196;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5196";5196;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5196";5196;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5196";5196;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5201";5201;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5201";5201;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5201";5201;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5201";5201;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5201";5201;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5172";5172;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5172";5172;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5172";5172;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5172";5172;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5172";5172;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5177";5177;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5177";5177;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5177";5177;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5177";5177;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5177";5177;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5182";5182;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5182";5182;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5182";5182;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5182";5182;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5182";5182;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5187";5187;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5187";5187;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5187";5187;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5187";5187;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5187";5187;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5192";5192;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5192";5192;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5192";5192;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5192";5192;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5192";5192;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5197";5197;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5197";5197;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5197";5197;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5197";5197;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5197";5197;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5173";5173;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5173";5173;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5173";5173;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5173";5173;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5173";5173;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5178";5178;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5178";5178;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5178";5178;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5178";5178;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5178";5178;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5183";5183;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5183";5183;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5183";5183;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5183";5183;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5183";5183;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5188";5188;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5188";5188;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5188";5188;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5188";5188;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5188";5188;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5193";5193;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5193";5193;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5193";5193;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5193";5193;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5193";5193;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5198";5198;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5198";5198;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5198";5198;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5198";5198;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5198";5198;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5174";5174;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5174";5174;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5174";5174;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5174";5174;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5174";5174;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5179";5179;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5179";5179;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5179";5179;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5179";5179;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5179";5179;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5184";5184;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5184";5184;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5184";5184;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5184";5184;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5184";5184;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5189";5189;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5189";5189;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5189";5189;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5189";5189;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5189";5189;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5194";5194;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5194";5194;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5194";5194;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5194";5194;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5194";5194;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5199";5199;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
"mangal_5199";5199;"mangal";"pollination";2015;37,933364;-106,252863;"bipartite";"Polygon"
"mangal_5199";5199;"mangal";"pollination";2015;37,933364;-107,9038794;"bipartite";"Polygon"
"mangal_5199";5199;"mangal";"pollination";2015;39,150357;-107,9038794;"bipartite";"Polygon"
"mangal_5199";5199;"mangal";"pollination";2015;39,150357;-106,252863;"bipartite";"Polygon"
