"node_id";"taxonomy_name";"taxonomy_rank"
"mangal_node_1497";"Haltica carinata";NA
"mangal_node_1499";"Euschistus variolarius";"species"
"mangal_node_1500";"Belpharipeza leucophrys";NA
"mangal_node_1501";"Euxesta notata";"species"
"mangal_node_1502";"Sphecodes heraclei";"species"
"mangal_node_1503";"Bicyrtes ventralis";"species"
"mangal_node_1504";"Protoparee celeus";NA
"mangal_node_1505";"Glyptina spuria";"species"
"mangal_node_1506";"Agrothereutes limatus";NA
"mangal_node_1507";"Systoechus vulgaris";"species"
"mangal_node_1508";"Epicauta cinerea";"species"
"mangal_node_1509";"Nemotelus glaber";"species"
"mangal_node_1510";"Triepeolus helianthi";"species"
"mangal_node_1511";"Agrilus difficilis";"species"
"mangal_node_1512";"Dolerus bicolor";NA
"mangal_node_1513";"Bembix americana spinolae";"infraspecies"
"mangal_node_1514";"Mimesa cressoni";"species"
"mangal_node_1515";"Podabrus brunnicollis";NA
"mangal_node_1517";"Musca domestica";"species"
"mangal_node_1518";"Philanthus politus";"species"
"mangal_node_1519";"Eumenes fraternus";"species"
"mangal_node_1520";"Melissodes coreopsis";"species"
"mangal_node_1521";"Coelioxys rufitarsis";"species"
"mangal_node_1522";"Achalarus lycidas";NA
"mangal_node_1524";"Musca pennipes";"species"
"mangal_node_1525";"Limnophora narona";"species"
"mangal_node_1526";"Colletes nudus";"species"
"mangal_node_1527";"Volucella bombylans";"species"
"mangal_node_1529";"Didea fasciata";"species"
"mangal_node_1531";"Bombus impatiens";"species"
"mangal_node_1532";"Pipiza festiva";"species"
"mangal_node_1533";"Holopyga ventralis";NA
"mangal_node_1534";"Lopidea media";"species"
"mangal_node_1535";"Cerceris rufinoda";"species"
"mangal_node_1536";"Melanostoma mellinum";"species"
"mangal_node_1537";"Zethus spinipes";"species"
"mangal_node_1538";"Alydus pilosulus";"species"
"mangal_node_1539";"Agriotes insanus";NA
"mangal_node_1540";"Tryphon exobscurus";"species"
"mangal_node_1541";"Osmia illinoensis";"species"
"mangal_node_1542";"Chaetochlorops inquilinus";"species"
"mangal_node_1543";"Bombus variabilis";"species"
"mangal_node_1544";"Rivellia viridulans";"species"
"mangal_node_1545";"Peleteria robusta";"species"
"mangal_node_1546";"Parmortha parvula";"species"
"mangal_node_1547";"Bombylius atriceps";"species"
"mangal_node_1548";"Liohippelates pusio";"species"
"mangal_node_1549";"Bombomelecta thoracica";NA
"mangal_node_1550";"Eutrichosoma mirabilis";NA
"mangal_node_1551";"Phthiria aldrichi";"species"
"mangal_node_1552";"Heliothis armiger";NA
"mangal_node_1553";"Basilarchia archippus";NA
"mangal_node_1554";"Ceria abbreviata";NA
"mangal_node_1555";"Megaselia fungicola";"species"
"mangal_node_1556";"Florilegus condignus";"species"
"mangal_node_1557";"Exetastes suaveolens";"species"
"mangal_node_1558";"Mordellistena comata";"species"
"mangal_node_1559";"Tachytes pepticus";"species"
"mangal_node_1560";"Diabrotica longicornis";"species"
"mangal_node_1561";"Colletes albescens";"species"
"mangal_node_1562";"Eristalis brousi";NA
"mangal_node_1563";"Opius fuscipennis";"species"
"mangal_node_1564";"Dolerus sericeus";NA
"mangal_node_1565";"Nomada denticulata";"species"
"mangal_node_1566";"Hippelates plebejus";"species"
"mangal_node_1567";"Holcopasites heliopsis";"species"
"mangal_node_1568";"Osmia atriventris";"species"
"mangal_node_1569";"Typocerus octonotatus";"species"
"mangal_node_1570";"Andrena nothoscordi";"species"
"mangal_node_1571";"Morellia micans";"species"
"mangal_node_1572";"Papilio asterias";NA
"mangal_node_1573";"Pseudopanurgus labrosiformis";"species"
"mangal_node_1574";"Typocerus lugubris";"species"
"mangal_node_1575";"Atrytone delaware";"species"
"mangal_node_1576";"Teuchocnemis lituratus";"species"
"mangal_node_1577";"Vanessa cardui";NA
"mangal_node_1578";"Perilampus fulvicornis";"species"
"mangal_node_1579";"Systropus macer";"species"
"mangal_node_1580";"Reichertella pulicaria";"species"
"mangal_node_1581";"Anacrabro ocellatus";"species"
"mangal_node_1582";"Cerceris fumipennis";"species"
"mangal_node_1583";"Brachystoma robertsonii";"species"
"mangal_node_1584";"Tachytes distinctus";"species"
"mangal_node_1585";"Distichona auriceps";"species"
"mangal_node_1586";"Dynatosoma thoracicum";"species"
"mangal_node_1587";"Syntomopus americanus";"species"
"mangal_node_1588";"Andrena tridens";"species"
"mangal_node_1589";"Tachysphex acutus";"species"
"mangal_node_1591";"Colletes productus";"species"
"mangal_node_1592";"Leptometopa latipes";"species"
"mangal_node_1593";"Meromyza americana";"species"
"mangal_node_1594";"Holonomada placida";NA
"mangal_node_1595";"Andrena carlini";"species"
"mangal_node_1596";"Psilota buccata";"species"
"mangal_node_1598";"Dilophus serotinus";"species"
"mangal_node_1599";"Idiostethus subcalvus";"species"
"mangal_node_1600";"Calliphora erythrocephala";"species"
"mangal_node_1601";"Aporus niger";"species"
"mangal_node_1602";"Sphinx eremitus";"species"
"mangal_node_1603";"Lyroda subita";"species"
"mangal_node_1605";"Typocerus velutinus";"species"
"mangal_node_1606";"Alypia octomaculata";"species"
"mangal_node_1607";"Sapyga centrata";NA
"mangal_node_1608";"Triepeolus micropygius";"species"
"mangal_node_1609";"Melissodes agilis";"species"
"mangal_node_1610";"Allognosta fuscitarsis";"species"
"mangal_node_1613";"Tetrachrysis nitidula";NA
"mangal_node_1614";"Coenosia lacteipennis";"species"
"mangal_node_1615";"Oxacis thoracica";NA
"mangal_node_1616";"Tachytes harpax";"species"
"mangal_node_1617";"Lasius niger";"species"
"mangal_node_1619";"Anthrax halcyon";NA
"mangal_node_1620";"Elymnias mimalon";"species"
"mangal_node_1621";"Ancistrocerus unifasciatus";"species"
"mangal_node_1622";"Pseudopanurgus albitarsis";"species"
"mangal_node_1624";"Andrena pruni";"species"
"mangal_node_1626";"Vanessa atalanta";"species"
"mangal_node_1629";"Eurithia anthophila";"species"
"mangal_node_1631";"Chrysophanus thoe";NA
"mangal_node_1632";"Anthophora ursina";"species"
"mangal_node_1633";"Andrena geranii";"species"
"mangal_node_1634";"Cerceris frontata";"species"
"mangal_node_1635";"Milichiella lucidula";"species"
"mangal_node_1636";"Andrena mandibularis";"species"
"mangal_node_1638";"Epigrimyia polita";"species"
"mangal_node_1639";"Batyle suturalis";"species"
"mangal_node_1640";"Epeolus bifasciatus";"species"
"mangal_node_1641";"Tachysphex tarsatus";"species"
"mangal_node_1642";"Mordellistena aspersa";"species"
"mangal_node_1643";"Cryptocephalus insertus";"species"
"mangal_node_1644";"Geron rufipes";"species"
"mangal_node_1645";"Pseudopanurgus rudbeckiae";"species"
"mangal_node_1646";"Peponapis pruinosa";"species"
"mangal_node_1647";"Epeolus pusillus";"species"
"mangal_node_1648";"Celatoria diabroticae";"species"
"mangal_node_1649";"Ellychnia corrusca";"species"
"mangal_node_1650";"Andrena arabis";"species"
"mangal_node_1651";"Colletes americanus";"species"
"mangal_node_1652";"Colletes compactus";"species"
"mangal_node_1653";"Colletes similis";"species"
"mangal_node_1654";"Rhabdopterus picipes";"species"
"mangal_node_1655";"Rhamphomyia priapulus";"species"
"mangal_node_1656";"Photinus pyralis";"species"
"mangal_node_1657";"Bombus pensylvanicus";"species"
"mangal_node_1659";"Triepeolus concavus";"species"
"mangal_node_1660";"Eristalis tenax";"species"
"mangal_node_1661";"Sturmia nigrita";NA
"mangal_node_1662";"Asclera puncticollis";"species"
"mangal_node_1663";"Thanaos martialis";NA
"mangal_node_1664";"Andrena personata";"species"
"mangal_node_1665";"Coelioxys modesta";"species"
"mangal_node_1666";"Calliphora vomitoria";"species"
"mangal_node_1667";"Glypta rufiscutellaris";"species"
"mangal_node_1668";"Andrena sayi";"species"
"mangal_node_1669";"Zerene caesonia";NA
"mangal_node_1670";"Polistes annularis";"species"
"mangal_node_1671";"Macropis steironematis";"species"
"mangal_node_1672";"Microplitis croceipes";"species"
"mangal_node_1673";"Chrysops indus";"species"
"mangal_node_1674";"Emphoropsis floridana";NA
"mangal_node_1675";"Odontomyia pubescens";"species"
"mangal_node_1676";"Mordellistena ornata";"species"
"mangal_node_1677";"Harrisina americana";"species"
"mangal_node_1678";"Euptoieta claudia";"species"
"mangal_node_1679";"Rhamphomyia piligeronis";"species"
"mangal_node_1680";"Eurytoma diastrophi";"species"
"mangal_node_1681";"Tapinoma sessile";"species"
"mangal_node_1683";"Phyciodes tharos";"species"
"mangal_node_1684";"Bibio pallipes";"species"
"mangal_node_1685";"Xanthidia nicippe";NA
"mangal_node_1686";"Calopteron reticulatum";"species"
"mangal_node_1687";"Hylephila phylaeus";"species"
"mangal_node_1688";"Elis thoracica";NA
"mangal_node_1689";"Phormia terraenovae";NA
"mangal_node_1690";"Melissodes comptoides";"species"
"mangal_node_1691";"Epeolus autumnalis";"species"
"mangal_node_1692";"Corimelaena pulicaria";"species"
"mangal_node_1693";"Centrinus perscillus";"species"
"mangal_node_1694";"Lucilia sericata";"species"
"mangal_node_1698";"Megachile addenda";"species"
"mangal_node_1699";"Phormia regina";"species"
"mangal_node_1700";"Aldrichia ehrmanii";"species"
"mangal_node_1701";"Pseudopanurgus compositarum";"species"
"mangal_node_1702";"Myrmosa unicolor";NA
"mangal_node_1703";"Coenosia fuscopunctata";"species"
"mangal_node_1704";"Senotainia trilineata";"species"
"mangal_node_1705";"Centrinites strigicollis";"species"
"mangal_node_1706";"Asclera ruficollis";"species"
"mangal_node_1707";"Exoprosopa decora";"species"
"mangal_node_1708";"Calliopsis andreniformis";"species"
"mangal_node_1709";"Dolerus aprilis";NA
"mangal_node_1710";"Pholisora catullus";"species"
"mangal_node_1711";"Sinea diadema";"species"
"mangal_node_1713";"Zodion fulvifrons";"species"
"mangal_node_1714";"Cordylura munda";NA
"mangal_node_1715";"Triepeolus remigatus";"species"
"mangal_node_1716";"Exoprosopa fasciata";"species"
"mangal_node_1717";"Philanthus ventilabris";"species"
"mangal_node_1718";"Rhamphomyia rava";"species"
"mangal_node_1719";"Blaesoxipha alcedo";"species"
"mangal_node_1720";"Coccinella 9-notata";NA
"mangal_node_1721";"Colletes inaequalis";"species"
"mangal_node_1722";"Paravilla palliata";"species"
"mangal_node_1724";"Zodion palpalis";"species"
"mangal_node_1725";"Tropidia albistylum";"species"
"mangal_node_1726";"Vespula vidua";"species"
"mangal_node_1727";"Sphegina campanulata";"species"
"mangal_node_1728";"Molorchus bimaculatus";"species"
"mangal_node_1729";"Cemolobus ipomoeae";"species"
"mangal_node_1730";"Zodion obliquefasciatum";"species"
"mangal_node_1731";"Adonisea jaguarina";"species"
"mangal_node_1732";"Nomada salicis";"species"
"mangal_node_1733";"Pontia protodice";"species"
"mangal_node_1734";"Agapostemon splendens";"species"
"mangal_node_1735";"Chrysotachina alcedo";"species"
"mangal_node_1736";"Clusia lateralis";"species"
"mangal_node_1737";"Trochilus colubris";NA
"mangal_node_1738";"Saygorytes phaleratus";"species"
"mangal_node_1739";"Colletes brevicornis";"species"
"mangal_node_1740";"Empis loripedis";"species"
"mangal_node_1741";"Acmaeodera pulchella";"species"
"mangal_node_1742";"Hemaris thysbe";"species"
"mangal_node_1743";"Disonycha limbicollis";"species"
"mangal_node_1757";"Forcipomyia";"genus"
"mangal_node_1850";"Coereba flaveola";"species"
"mangal_node_1866";"Pygoderma bilabiatum";"species"
"mangal_node_1912";"Fuchsia regia";"species"
"mangal_node_1915";"Psidium cattleianum";"species"
"mangal_node_1916";"Psychotria suterella";"species"
"mangal_node_1937";"Psidium guajava";"species"
"mangal_node_1981";"Hedychium coronarium";"species"
"mangal_node_1991";"Solanum americanum";"species"
"mangal_node_1997";"Carica papaya";"species"
"mangal_node_2029";"Bombus polaris";"species"
"mangal_node_2030";"Boloria improba";NA
"mangal_node_2031";"Spilogona projecta";"species"
"mangal_node_2032";"Colias tyche";"species"
"mangal_node_2033";"Protocalliphora";"genus"
"mangal_node_2034";"Spilogona hurdiana";"species"
"mangal_node_2035";"Potentilla vahliana";"species"
"mangal_node_2036";"Taraxacum";"genus"
"mangal_node_2037";"Caltha palustris";"species"
"mangal_node_2038";"Petasites frigidus";"species"
"mangal_node_2039";"Geum rossii";"species"
"mangal_node_2040";"Oxytropis arctica";"species"
"mangal_node_2041";"Bombus brasiliensis";"species"
"mangal_node_2042";"Amazilia versicolor";"species"
"mangal_node_2043";"Anthracothorax nigricollis";"species"
"mangal_node_2044";"Clytolaema rubricauda";"species"
"mangal_node_2045";"Leucochloris albicollis";"species"
"mangal_node_2046";"Lophornis magnificus";"species"
"mangal_node_2047";"Phaethornis eurynome";"species"
"mangal_node_2048";"Thalurania glaucopis";"species"
"mangal_node_2049";"Anoura caudifer";"species"
"mangal_node_2050";"Anoura geoffroyi";"species"
"mangal_node_2051";"Aechmea cylindrata";"species"
"mangal_node_2052";"Vriesea altodaserrae";"species"
"mangal_node_2053";"Nidularium campo-alegrensis";"species"
"mangal_node_2054";"Vriesea guttata";"species"
"mangal_node_2055";"Vriesea heterostachys";"species"
"mangal_node_2056";"Vriesea hoehneana";"species"
"mangal_node_2057";"Vriesea platynema";"species"
"mangal_node_2120";"Aralia nudicaulis";"species"
"mangal_node_2121";"Chimaphila umbellata";"species"
"mangal_node_2122";"Clintonia borealis";"species"
"mangal_node_2123";"Cornus canadensis";"species"
"mangal_node_2124";"Cypripedium acaule";"species"
"mangal_node_2125";"Linnaea borealis";"species"
"mangal_node_2126";"Maianthemum canadense";"species"
"mangal_node_2127";"Medeola virginiana";"species"
"mangal_node_2128";"Oxalis montana";"species"
"mangal_node_2129";"Orthilia secunda";"species"
"mangal_node_2130";"Lysimachia borealis";"species"
"mangal_node_2131";"Trillium undulatum";"species"
"mangal_node_2132";"Andrena wheeleri";"species"
"mangal_node_2133";"Andrena w-scripta";"species"
"mangal_node_2134";"Bombus perplexus";"species"
"mangal_node_2135";"Bombus terricola";"species"
"mangal_node_2136";"Bombus vagans";"species"
"mangal_node_2137";"Cheilosia tristis";NA
"mangal_node_2138";"Lasioglossum flavipes";"species"
"mangal_node_2139";"Eusphalerum convexum";"species"
"mangal_node_2140";"Eusphalerum";"genus"
"mangal_node_2141";"Halictus rubicundus";"species"
"mangal_node_2142";"Trachysida aspera";"species"
"mangal_node_2143";"Paramyia nitens";"species"
"mangal_node_2144";"Andrena wilkella";"species"
"mangal_node_2145";"Bombus ternarius";"species"
"mangal_node_2146";"Osmia lignaria";"species"
"mangal_node_2147";"Parasyrphus relictus";"species"
"mangal_node_2148";"Poanes hobomok";"species"
"mangal_node_2149";"Rhopalum";"genus"
"mangal_node_2150";"Sarcophaga nearctica";"species"
"mangal_node_2151";"Sphaerophoria";"genus"
"mangal_node_2152";"Acmaeopsoides rufula";"species"
"mangal_node_2153";"Ancistrocerus";"genus"
"mangal_node_2154";"Andrena melanochroa";"species"
"mangal_node_2155";"Andrena miranda";"species"
"mangal_node_2156";"Andrena nivalis";"species"
"mangal_node_2157";"Andrena rufosignata";"species"
"mangal_node_2158";"Andrena sigmundi";"species"
"mangal_node_2159";"Andrena thaspii";"species"
"mangal_node_2160";"Anthaxia expansa";"species"
"mangal_node_2161";"Anthonomus";"genus"
"mangal_node_2162";"Blera badia";"species"
"mangal_node_2163";"Blera confusa";"species"
"mangal_node_2164";"Blera nigripes";"species"
"mangal_node_2165";"Bombylius major";"species"
"mangal_node_2166";"Cantharis";"genus"
"mangal_node_2167";"Celastrina argiolus";"species"
"mangal_node_2168";"Chalcosyrphus inarmatus";"species"
"mangal_node_2169";"Cheilosia sialia";NA
"mangal_node_2170";"Crabro";"genus"
"mangal_node_2171";"Dalopius";NA
"mangal_node_2172";"Eudasyphora cyanicolor";"species"
"mangal_node_2173";"Evodinus monticola";"species"
"mangal_node_2174";"Halictus confusus";"species"
"mangal_node_2175";"Hylaeus basalis";"species"
"mangal_node_2176";"Judolia montivagans";"species"
"mangal_node_2177";"Nomada sayi";"species"
"mangal_node_2178";"Orsodacne atra";"species"
"mangal_node_2179";"Osmia proxima";"species"
"mangal_node_2180";"Phaonia serva";"species"
"mangal_node_2181";"Pieris napi";"species"
"mangal_node_2182";"Bombus ashtoni";"species"
"mangal_node_2183";"Sphaerophoria bifurcata";"species"
"mangal_node_2184";"Sphaerophoria longipilosa";"species"
"mangal_node_2185";"Sphecodes";"genus"
"mangal_node_2186";"Syritta pipiens";"species"
"mangal_node_2187";"Temnostoma alternans";"species"
"mangal_node_2188";"Temnostoma balyras";"species"
"mangal_node_2189";"Temnostoma barberi";"species"
"mangal_node_2190";"Tychius stephensi";"species"
"mangal_node_2191";"Xylota hinei";"species"
"mangal_node_2192";"Xylota";"genus"
"mangal_node_2193";"Fannia ungulata";"species"
"mangal_node_2194";"Hylaeus ellipticus";NA
"mangal_node_2195";"Osmia pumila";"species"
"mangal_node_2196";"Passaloecus";"genus"
"mangal_node_2197";"Platycheirus rosarum";"species"
"mangal_node_2198";"Cheilosia slossonae";NA
"mangal_node_2199";"Nomada cuneata";"species"
"mangal_node_2200";"Phalaenophana pyramusalis";NA
"mangal_node_2201";"Thamnotettix confinis";"species"
"mangal_node_2202";"Ephemerella";"genus"
"mangal_node_2203";"Cheilosia pallipes";"species"
"mangal_node_2204";"Melanostoma";"genus"
"mangal_node_2205";"Coelioxys producta";"species"
"mangal_node_2216";"Amazilia fimbriata";NA
"mangal_node_2217";"Glaucis hirsutus";"species"
"mangal_node_2218";"Phaethornis squalidus";"species"
"mangal_node_2219";"Rhamphodon naevius";NA
"mangal_node_2220";"Heliconius erato";"species"
"mangal_node_2221";"Heliconius ethilla";"species"
"mangal_node_2222";"Heliconius nattereri";"species"
"mangal_node_2223";"Heliconius sara";"species"
"mangal_node_2224";"Oleria aquata";"species"
"mangal_node_2225";"Saliana triangularis";"species"
"mangal_node_2226";"Bombus morio";"species"
"mangal_node_2227";"Epicharis obscura";"species"
"mangal_node_2228";"Euglossa chalybeata";"species"
"mangal_node_2229";"Euglossa";"genus"
"mangal_node_2230";"Trigona fulviventris";"species"
"mangal_node_2231";"Aechmea araneosa";"species"
"mangal_node_2232";"Aechmea triangularis";"species"
"mangal_node_2233";"Aechmea victoriana";"species"
"mangal_node_2234";"Quesnelia strobilispica";NA
"mangal_node_2235";"Aechmea pineliana";"species"
"mangal_node_2236";"Canistrum triangulare";"species"
"mangal_node_2237";"Vriesea simplex";"species"
"mangal_node_2238";"Portea petropolitana";"species"
"mangal_node_2239";"Aechmea bromeliifolia";"species"
"mangal_node_2240";"Vriesea psittacina";"species"
"mangal_node_2241";"Aechmea mutica";"species"
"mangal_node_2242";"Aechmea nudicaulis";"species"
"mangal_node_2243";"Nidularium cariacicaense";"species"
"mangal_node_2244";"Nidularium procerum";"species"
"mangal_node_2245";"Vriesea gracilior";"species"
"mangal_node_2246";"Tillandsia tenuifolia";"species"
"mangal_node_2247";"Acanthostachys strobilaceae";NA
"mangal_node_2248";"Aechmea lingulata";"species"
"mangal_node_2249";"Billbergia amoena";NA
"mangal_node_2250";"Centris aenea";"species"
"mangal_node_2251";"Centris fuscata";"species"
"mangal_node_2252";"Centris caxiensis";"species"
"mangal_node_2253";"Centris tarsata";"species"
"mangal_node_2254";"Centris flavifrons";"species"
"mangal_node_2255";"Centris trigonoides";"species"
"mangal_node_2256";"Centris obsoleta";"species"
"mangal_node_2257";"Epicharis";"genus"
"mangal_node_2258";"Centris";"genus"
"mangal_node_2259";"Xylocopa";"genus"
"mangal_node_2260";"Xylocopa grisescens";"species"
"mangal_node_2261";"Diplopterys pubipetala";"species"
"mangal_node_2262";"Byrsonima gardnerana";NA
"mangal_node_2263";"Banisteriopsis muricata";"species"
"mangal_node_2264";"Heteropterys";"genus"
"mangal_node_2265";"Dicella bracteosa";"species"
"mangal_node_2266";"Carolus chasei";"species"
"mangal_node_2267";"Stigmaphyllon paralias";"species"
"mangal_node_2268";"Banisteriopsis stellaris";"species"
"mangal_node_2269";"Banisteriopsis schizoptera";"species"
"mangal_node_2270";"Stigmaphyllon auriculatum";"species"
"mangal_node_2271";"Stigmaphyllon ciliatum";"species"
"mangal_node_2272";"Janusia anisandra";"species"
"mangal_node_2510";"Azorina vidalii";"species"
"mangal_node_2511";"Crithmum maritimum";"species"
"mangal_node_2512";"Beta vulgaris";"species"
"mangal_node_2513";"Daucus carota";"species"
"mangal_node_2514";"Silene vulgaris";"species"
"mangal_node_2515";"Lotus corniculatus";"species"
"mangal_node_2516";"Freesia refracta";"species"
"mangal_node_2517";"Reseda luteola";"species"
"mangal_node_2518";"Halictus";"genus"
"mangal_node_2519";"Micropeza thoracicum";"species"
"mangal_node_2520";"Bombus ruderatus";"species"
"mangal_node_2521";"Colias crocea";NA
"mangal_node_2522";"Eristalix tenax";NA
"mangal_node_2523";"Agrotis ipsilon";"species"
"mangal_node_2524";"Anothomyia pluvialis";NA
"mangal_node_2525";"Polyscias maraisiana";"species"
"mangal_node_2526";"Dracaena concinna";"species"
"mangal_node_2527";"Scaevola sericea";"species"
"mangal_node_2528";"Ipomoea murucoides";"species"
"mangal_node_2529";"Pemphis acidula";"species"
"mangal_node_2530";"Talipariti tiliaceum";"species"
"mangal_node_2531";"Suriana maritima";"species"
"mangal_node_2532";"Heliotropium foertherianum";"species"
"mangal_node_2533";"Thespesia populnea";"species"
"mangal_node_2534";"Morinda citrifolia";"species"
"mangal_node_2535";"Leucaena leucocephala";"species"
"mangal_node_2536";"Passiflora suberosa";"species"
"mangal_node_2537";"Turnera angustifolia";NA
"mangal_node_2538";"Phelsuma ornata";"species"
"mangal_node_2539";"Protaetia aurichalcea";"species"
"mangal_node_2540";"Leptotes pirithous";"species"
"mangal_node_2541";"Lucilia";"genus"
"mangal_node_2542";"Ornidia obesa";"species"
"mangal_node_2543";"Syrphid";NA
"mangal_node_2544";"Xylocopa fenestrata";"species"
"mangal_node_2545";"Megachile";"genus"
"mangal_node_2546";"Borbo borbonica";"species"
"mangal_node_2547";"Funastrum clausum";"species"
"mangal_node_2548";"Tribulus cistoides";"species"
"mangal_node_2549";"Thunbergia fragrans";"species"
"mangal_node_2550";"Phyla nodiflora";"species"
"mangal_node_2551";"Momordica charantia";"species"
"mangal_node_2552";"Rhabdadenia biflora";"species"
"mangal_node_2553";"Solanum torvum";"species"
"mangal_node_2554";"Stylosanthes hamata";"species"
"mangal_node_2555";"Ipomoea tiliacea";"species"
"mangal_node_2556";"Euphorbia hyssopifolia";"species"
"mangal_node_2557";"Merremia umbellata";"species"
"mangal_node_2558";"Senna occidentalis";"species"
"mangal_node_2559";"Cassia";"genus"
"mangal_node_2560";"Solanum erianthum";"species"
"mangal_node_2561";"Solanum havanense";"species"
"mangal_node_2562";"Mimosa pudica";"species"
"mangal_node_2563";"Sesuvium portulacastrum";"species"
"mangal_node_2564";"Cyanthillium cinereum";"species"
"mangal_node_2565";"Euphorbia heterophylla";"species"
"mangal_node_2566";"Trochilus polytmus";"species"
"mangal_node_2567";"Junonia";"genus"
"mangal_node_2568";"Euglossa cordata";"species"
"mangal_node_2569";"Exomalopsis";"genus"
"mangal_node_2570";"Polygonus leo";"species"
"mangal_node_2571";"Agraulis vanillae";"species"
"mangal_node_2572";"Anartia jatrophae";"species"
"mangal_node_2573";"Danaus gilippus";"species"
"mangal_node_2574";"Eurema";"genus"
"mangal_node_2575";"Leptotes cassius";"species"
"mangal_node_2576";"Phoebis sennae";"species"
"mangal_node_2577";"Urbanus proteus";"species"
"mangal_node_2578";"Ascia josephina";NA
"mangal_node_2579";"Centris dirrhoda";"species"
"mangal_node_2580";"Callicista columella";"species"
"mangal_node_2581";"Culex";"genus"
"mangal_node_2582";"Danaus eresimus";"species"
"mangal_node_2583";"Hylephila phyleus";NA
"mangal_node_2584";"Morinda royoc";"species"
"mangal_node_2585";"Spermacoce laevis";"species"
"mangal_node_2586";"Chromolaena odorata";"species"
"mangal_node_2587";"Ruellia blechum";"species"
"mangal_node_2588";"Bauhinia divaricata";"species"
"mangal_node_2589";"Cordia sebestena";"species"
"mangal_node_2590";"Ehretia tinifolia";"species"
"mangal_node_2591";"Lantana involucrata";"species"
"mangal_node_2592";"Mikania micrantha";"species"
"mangal_node_2593";"Urechites lutea";NA
"mangal_node_2594";"Waltheria indica";"species"
"mangal_node_2595";"Alternanthera ficoidea";"species"
"mangal_node_2596";"Bursera simaruba";"species"
"mangal_node_2597";"Capraria biflora";"species"
"mangal_node_2598";"Ipomoea indica acuminata";"infraspecies"
"mangal_node_2599";"Melochia nodiflora";"species"
"mangal_node_2600";"Conocarpus erectus";"species"
"mangal_node_2601";"Crotalaria verrucosa";"species"
"mangal_node_2602";"Guazuma ulmifolia";"species"
"mangal_node_2603";"Indigofera tinctoria";"species"
"mangal_node_2604";"Turnera ulmifolia";"species"
"mangal_node_2605";"Argythamnia candicans";"species"
"mangal_node_2606";"Bourreria succulenta";"species"
"mangal_node_2607";"Broughtonia sanguinea";"species"
"mangal_node_2608";"Jacquinia arborea";"species"
"mangal_node_2609";"Malpighia glabra";"species"
"mangal_node_2610";"Blutaparon vermiculare";"species"
"mangal_node_2611";"Physalis angulata";"species"
"mangal_node_2612";"Spilanthes urens";"species"
"mangal_node_2613";"Stachytarpheta jamaicensis";"species"
"mangal_node_2614";"Piscidia piscipula";"species"
"mangal_node_2615";"Cordia gerascanthus";"species"
"mangal_node_2616";"Evolvulus nummularius";"species"
"mangal_node_2617";"Avicennia germinans";"species"
"mangal_node_2653";"Tetramerium nervosum";"species"
"mangal_node_2654";"Catharanthus roseus";"species"
"mangal_node_2655";"Vallesia glabra";"species"
"mangal_node_2656";"Ageratum conyzoides";"species"
"mangal_node_2657";"Bidens pilosa";"species"
"mangal_node_2658";"Erigeron tenuifolius";"species"
"mangal_node_2659";"Encelia hispida";"species"
"mangal_node_2660";"Jaegeria gracilis";"species"
"mangal_node_2661";"Trigonopterum laricifolium";"species"
"mangal_node_2662";"Scalesia affinis";"species"
"mangal_node_2663";"Scalesia helleri";"species"
"mangal_node_2664";"Scalesia pedunculata";"species"
"mangal_node_2665";"Scalesia";"genus"
"mangal_node_2666";"Sonchus oleraceus";"species"
"mangal_node_2667";"Varronia leucophlyctis";"species"
"mangal_node_2668";"Cordia lutea";"species"
"mangal_node_2669";"Cordia";"genus"
"mangal_node_2670";"Myriopus psilostachya";"species"
"mangal_node_2671";"Brassica rapa";"species"
"mangal_node_2672";"Bursera graveolens";"species"
"mangal_node_2673";"Opuntia galapageia";"species"
"mangal_node_2674";"Opuntia helleri";NA
"mangal_node_2675";"Opuntia megasperma";NA
"mangal_node_2676";"Opuntia";"genus"
"mangal_node_2677";"Caesalpinia pulcherrima";"species"
"mangal_node_2678";"Parkinsonia aculeata";"species"
"mangal_node_2679";"Canna";"genus"
"mangal_node_2680";"Ipomoea pes-caprae";"species"
"mangal_node_2681";"Ipomoea";"genus"
"mangal_node_2682";"Croton scouleri";"species"
"mangal_node_2683";"Euphorbia cyathophora";NA
"mangal_node_2684";"Crotalaria incana";"species"
"mangal_node_2685";"Geoffroea spinosa";"species"
"mangal_node_2686";"Rhynchosia minima";"species"
"mangal_node_2687";"Vigna luteola";"species"
"mangal_node_2688";"Mentzelia aspera";"species"
"mangal_node_2689";"Cuphea racemosa";"species"
"mangal_node_2690";"Abelmoschus manihot";"species"
"mangal_node_2691";"Abutilon depauperatum";NA
"mangal_node_2692";"Abutilon viscosum";"species"
"mangal_node_2693";"Gossypium barbadense";"species"
"mangal_node_2694";"Gossypium";"genus"
"mangal_node_2695";"Malvastrum coromandelianum";"species"
"mangal_node_2696";"Sida acuta";"species"
"mangal_node_2697";"Sidastrum paniculatum";"species"
"mangal_node_2698";"Sida rhombifolia";"species"
"mangal_node_2699";"Miconia robinsoniana";"species"
"mangal_node_2700";"Vachellia insulae-iacobi";"species"
"mangal_node_2701";"Vachellia macracantha";"species"
"mangal_node_2702";"Inga edulis";"species"
"mangal_node_2703";"Prosopis juliflora";"species"
