a1,a2,a3,b1,b2,b3,c1,c2,c3,prop
0.9114824571273529,0.29086055947408684,0.29086055947408684,0.8518802192712722,0.43601700049727754,0.2901538684118318,0.762411232021056,0.3158010366960103,0.564799804073887,0.2
0.9210310620683492,0.27541040556673085,0.27541040556673085,0.8480900257225692,0.45314971393979603,0.2745881369181128,0.7337372725203782,0.30392389512703166,0.6076675741279205,0.24500000000000002
0.9300559679543221,0.25980367235674906,0.25980367235674906,0.8438061753509616,0.4700733993445009,0.25888634168658325,0.7029625295806691,0.291176580664402,0.648891270345054,0.29000000000000004
0.9385520505961641,0.24404922487191524,0.24404922487191524,0.8390245743235929,0.4867854805919004,0.24305896314862613,0.6701546691205056,0.27758712144613645,0.6883589975170236,0.335
0.9465144803997637,0.2281560194760745,0.2281560194760745,0.8337410267004589,0.5032833309191954,0.22711624602336997,0.6353847772702447,0.26318496230819594,0.7259613353476809,0.38
0.9539387314015173,0.21213309118461315,0.21213309118461315,0.8279512210064877,0.5195642545839987,0.21106814301752969,0.5987271448401635,0.24800087550827693,0.7615913417158103,0.42500000000000004
0.9608205831121602,0.195989549407937,0.195989549407937,0.8216507059554735,0.535625478057315,0.19492425388222942,0.560259022260839,0.232066859218805,0.7951445157036741,0.47000000000000003
0.9671561235303137,0.17973457203102008,0.17973457203102008,0.8148348614185298,0.5514641340000721,0.17869375340796334,0.520060344898546,0.2154160237488601,0.8265187078184336,0.5150000000000001
0.9729417503187482,0.16337740146008817,0.16337740146008817,0.8074988624655319,0.5670772421649252,0.16238530778737983,0.47821342338350686,0.1980824632739523,0.8556139663564459,0.56
0.9781741740862655,0.14692733787836829,0.14692733787836829,0.799637632569522,0.5824616905713349,0.14600697087080788,0.43480259688980194,0.1801011122198744,0.8823323019716631,0.605
0.9828504200321542,0.13039373423075318,0.13039373423075318,0.7912457901307113,0.5976142032288939,0.1295660592329672,0.3899138400048758,0.16150758242273816,0.9065773536743488,0.6500000000000001
0.9869678294959465,0.11378599107685675,0.11378599107685675,0.782317577258755,0.6125313133666284,0.11306899838583061,0.34363431430141816,0.14233797738398668,0.9282539298192686,0.6950000000000001
0.9905240614997187,0.09711355120901419,0.09711355120901419,0.7728467754105283,0.6272093214163275,0.0965211312990804,0.2960518531845843,0.12262867888715034,0.9472673895742642,0.74
0.9935170936616838,0.08038589478715023,0.08038589478715023,0.7628266004877469,0.6416442440517821,0.07992647696950447,0.2472543614845172,0.1024160983009549,0.9635228192922181,0.7850000000000001
0.995945225204775,0.06361253170485259,0.06361253170485259,0.752249564525035,0.6558317583560846,0.06328741888881423,0.19732911155852903,0.08173638501533133,0.976923940271062,0.8300000000000001
0.9978070747263917,0.04680300004164802,0.04680300004164802,0.741107314639078,0.6697671137340512,0.04660430809499213,0.14636189148670686,0.06062507361252315,0.9873716611054243,0.875
0.9991015838960032,0.02996685712448816,0.02996685712448816,0.7293904081098819,0.6834450387029334,0.029874931464191137,0.0944359778557671,0.03911665838027565,0.9947621490103439,0.9200000000000002
0.9998280167194906,0.013113675707977902,0.013113675707977902,0.7170880317159343,0.6968596040073958,0.013093806031823167,0.04163085130060505,0.01724406127178545,0.9989842410900457,0.9650000000000001
0.9999859601792274,-0.00374696173606695,-0.00374696173606695,0.7041876238195511,0.710004040104343,-0.003748795043846813,-0.011979431347134209,-0.004962042372362617,0.9999159321527589,1.01
0.9995753244949124,-0.02060546849847226,-0.02060546849847226,0.6906743611812505,0.7228704947317394,-0.020668189687139682,-0.0663283538120488,-0.027474100611894293,0.9974195323180635,1.0550000000000002
0.9985963431562052,-0.037452259061351974,-0.037452259061351974,0.6765304444346024,0.7354496785889617,-0.037687241454032565,-0.12135976378361749,-0.05026885440086337,0.9913348827825924,1.1
