saavedra_index,saavedra_index_lowerlimit,saavedra_index_upperlimit,proportions
0.12627175726372716,0.12627175726372716,0.12627175726372716,1
0.10228012293994625,0.10228012293994625,0.10228012293994625,0.9
0.08081392453112154,0.08081392453112154,0.08081392453112154,0.8
0.061873161058266575,0.061873161058266575,0.061873161058266575,0.7
0.045457832898769854,0.045457832898769854,0.045457832898769854,0.6000000000000001
0.03156793919843589,0.03156793919843589,0.03156793919843589,0.5
0.020203481732656212,0.020203481732656212,0.020203481732656212,0.4
0.011364456462222599,0.011364456462222599,0.011364456462222599,0.3
