network_id,small_omega_mean,small_omega_lowerCI,small_omega_upperCI,anisotropy_index_mean,anisotropy_index_lowerCI,anisotropy_index_upperCI,mean_pairwise_similarity_mean,mean_pairwise_similarity_lowerCI,mean_pairwise_similarity_upperCI
mangal_5138,0.6610067352572009,0.6610065261043406,0.6610069464746215,0.9712333178138461,0.9712328746901037,0.9712337607947577,0.7984489254193516,0.7984467705441399,0.7984510249491122
mangal_5139,0.659726615738316,0.6597263548353385,0.6597268785446485,0.9662733292406246,0.9662728463034791,0.9662738056229184,0.8037592084159363,0.8037560847132785,0.8037623005499679
mangal_5140,0.6594697095442745,0.6594695744039063,0.6594698438979334,0.9749582160121262,0.9749579775729746,0.9749584585926474,0.8114955353095514,0.811494432310569,0.8114966337750927
mangal_5143,0.631037082429635,0.6310366885566563,0.6310374763950841,0.979539280438438,0.9795384263570668,0.9795401338165648,0.8490042461659792,0.8489973966849099,0.8490111132500824
mangal_5156,0.6435183312422755,0.6435182235973963,0.643518442936149,0.9897099306327811,0.9897097785842703,0.9897100820900536,0.8834136962316592,0.8834127113174663,0.8834146876776395
mangal_5160,0.643066400885297,0.6430660042407379,0.6430668074003854,0.9841343096620018,0.98413324722185,0.9841353834427592,0.8333235764347529,0.8333165858636188,0.8333305570793151
mangal_5162,0.6524166322431147,0.6524163073595123,0.6524169622612905,0.9801336713529555,0.9801329406508933,0.9801343901513085,0.8330675986212344,0.8330628735671864,0.8330722292527476
mangal_5165,0.652134626610164,0.6521343255801461,0.6521349251492187,0.972852794769946,0.9728521009531075,0.9728534903519571,0.8137985651131878,0.8137935268759249,0.8138035234288761
mangal_5166,0.6647328297808084,0.664732676542151,0.6647329831913845,0.966141827376147,0.9661415673972161,0.9661420914920786,0.8223554930609726,0.8223538042714004,0.8223571975372203
mangal_5170,0.6538630634903887,0.6538626286694322,0.6538635005735932,0.9616571779366475,0.9616566692448961,0.9616576924154371,0.8347006822072238,0.8346974912876659,0.8347039621451621
mangal_5186,0.658915513147568,0.6589153142416005,0.6589157147969781,0.9689408843817318,0.9689406307453131,0.9689411410445414,0.8433021187400065,0.8433003118908059,0.8433039452539801
mangal_5201,0.6577809941217049,0.6577809083404358,0.657781080033726,0.9651407434289477,0.9651405788733614,0.9651409083663003,0.79965306990318,0.7996523376412573,0.7996538065297459
